cargo,circunscripcion,departamento,partido,nombre,votos_esc,votos_pre,votos_partido_original,foto,perfil,participacion_politica,casa_politica,familia_apoyos,formula,sector,apoyo_presidencia_primera,apoyo_presidencia_segunda,observacion_adicional,asesor,corporacion,partido_corto,nombre_titulo,territorio_lectura,grupo_lista_id,votos_lista_grupo,votos_partido_visible,es_lider_lista,tipo_votacion,tiene_foto,foto_path,alerta_voto_individual,alerta_voto_partido,alerta_foto,orden_original
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,LAURA DANIELA BELTRAN PALOMARES,,,,,"Comunicadora Social con énfasis en Periodismo - Estudiante de Maestría en Gobierno y Políticas Publicas. Su presencia principalmente es en redes - conocida como ""LALIS""; laboró en Prosperidad Social en actividades estratégicas en medios digitales. y la Superintendencia de Industria y Comercio como Asesora.",No Registra,,Petro - Laura Saravia - Cielo Rusinque Urrego,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Laura Daniela Beltran Palomares,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/033_laura_daniela_beltran_palomares.png,Sin voto individual,OK,OK,33
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,MARIA DEL MAR PIZARRO GARCIA,,,,,"Politóloga con maestría en Teoría del Arte Contemporáneo. Fue asesora cultural del Centro de Memoria y Reconciliación en 2012, también fue contratista de la Secretaría de Gobierno de Bogotá.
Es empresaria y activista por el cuidado del medio ambiente. En 2015 fundó la empresa Biogar, compañía que produce y vende productos de limpieza amigables con el medio ambiente. Ganó el premio Mujeres que Impactan de Endeavor y Old Mutual en la categoría de responsabilidad social; también fue incluida en la lista de las 100 mejores gerentes por la Revista Gerente en 2017.",Representante en 2022 por PH (Lista Cerrada),Dinastía Pizarro,N/R,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Maria Del Mar Pizarro Garcia,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/034_maria_del_mar_pizarro_garcia.png,Sin voto individual,OK,OK,34
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,DANIEL MAURICIO MONROY HERNANDEZ,,,,,"Abogado, especialista en derecho procesal e influenciador.Inició en la política en el marco del estallido social de 2021 cuando promovió manifestaciones y marchas. Sus banderas son la protección de las fuentes hídricas de Bogotá, promover el agro y prevenir la gentrificación",No Registra,No registra,Petro - Cepeda,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Daniel Mauricio Monroy Hernandez,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/035_daniel_mauricio_monroy_hernandez.png,Sin voto individual,OK,OK,35
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,HERACLITO LANDINEZ SUAREZ,,,,,Actual representante. Estudió Ciencias Políticas con esp. en Planeación Urbana y Regional. Es Mag en Gestión Pública. Trabajó en la alcaldía de Samuel Moreno en la Secretaría de Hábitat y fue contralor de Desarrollo Económico. En 2017 fue secretario general de la Superintendencia de Subsidio Familiar.,Representante en 2022 por PH (Lista Cerrada),No registra,N/R,Petro - Martha Peralta Epieyu,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,"De origen liberal, actualmente por ser antiuribista se identifica de centro izquierda",LUZ MA,Cámara,PACTO HISTÓRICO,Heraclito Landinez Suarez,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/036_heraclito_landinez_suarez.png,Sin voto individual,OK,OK,36
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PACTO HISTÓRICO,CLAUDIA TERESA ROMERO NADER,,,,,"Administradora, Trabajadora social. En la alcaldía de Petro (2012 – 2015), trabajó en la Secretaría de Gobierno desde recepcionista hasta secretaria de la dependencia hasta cuando participó en los programas de jardínes infantiles del Distrito.",No Registra,No registra,"Esposa del exconcejal de la U, David Ballen, quien estuvo mencionado dentro del carrusel de la contratación. Es aliada de Daniel Quintero",N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,David Ballén exconcejal de la u que en coalición apoyó la alcaldía de Enrique Peñalosa,LUZ MA,Cámara,PACTO HISTÓRICO,Claudia Teresa Romero Nader,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PACTO HISTÓRICO,921966.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/037_claudia_teresa_romero_nader.png,Sin voto individual,OK,OK,37
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO ALIANZA VERDE,CATHERINE JUVINAO CLAVIJO,46946.0,47059.0,242193.0,,Comunicadora social con Mag. en Estudios Políticos. Fue asesora de comunicaciones de la Gob. de Magdalena de Carlos Caicedo y de la secretaría de Movilidad de Bogotá. Fue nombrada como la mejor representante durante dos años. Tmb fue panelista de La Luciérnaga de Caracol Radio en 2019.,Congresista 2022 por CD con 45882 votos,N/R,Cercana a Ariel Avila Angélica Lozano. Fajardo y Claudia Lopez,N/R,INDEPENDIENTE,No registra,ABELARDO DE LA ESPRIELLA,En Primera vuelta declaró que por objeción de conciencia no apoyaría a Cepeda,LUZ MA,Cámara,Alianza Verde,Catherine Juvinao Clavijo,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO ALIANZA VERDE,242193.0,242193.0,True,Voto individual reportado,True,assets/fotos/038_catherine_juvinao_clavijo.png,OK,OK,OK,38
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO ALIANZA VERDE,MAURICIO ANDRES TORO ORJUELA,22897.0,22962.0,,,"Politólogo. Fue director del Icetex. Laboró en la Federación Nacional de Municipios. Tuvo una empresa de asesoría en resolución de conflicto. Trabajó con Daniel Quintero en INNpulsa,",Representante de AV con 19074 votos en 2018 y 2022 con 27687 votos,N/R,"Segio Fajardo, Iván Marulanda, Antanas Mokus, Claudia López",N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,Alianza Verde,Mauricio Andres Toro Orjuela,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO ALIANZA VERDE,242193.0,,False,Voto individual reportado,True,assets/fotos/039_mauricio_andres_toro_orjuela.png,OK,OK,OK,39
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,DANIEL FELIPE BRICEO MONTES,261791.0,262104.0,686192.0,,Influenciador digital enfocado en la denuncia de corrupción. Exconcejal cristiano Es abogado con maestría en Análisis Político,Concejal 2022 por CD con 48.470 votos,No registra,"Nieto de Samuel Briceño, pastor cristiano - Iglesia Cuadrangular; cercano a Emel Rojas, actual concejal cristiano de Col. Justa Libres; Alvaro Uribe.",Andrés Forero,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,Estuvo vinculado a la campana para Presidencia de Vargas LLeras.,LUZ MA,Cámara,Centro Democrático,Daniel Felipe Briceo Montes,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,686192.0,True,Voto individual reportado,True,assets/fotos/040_daniel_felipe_briceo_montes.png,OK,OK,OK,40
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,JOSE JAIME USCATEGUI PASTRANA,33853.0,34224.0,,,"Estudió Gobierno y Relaciones Internacionales y es magíster en Política. Inició su carrera política en el PC, Fue asesor de la Procuraduría durante la gestión de Alejandro Ordóñez y, en la segunda alcaldía de Enrique Peñalosa, trabajó en la Secretaría de Integración Social.",Representante en 2022 por CD con 32.476 votos,No registra,"Su hno es concejal de Btá. cercano al excanciller Fernando Araújo, y apoyó la candidatura presidencial de Marta Lucía Ramírez. Urie y Andres Forero",Paloma Valencia,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Jose Jaime Uscategui Pastrana,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,,False,Voto individual reportado,True,assets/fotos/041_jose_jaime_uscategui_pastrana.png,OK,OK,OK,41
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,DAVID GERARDO COTE RODRIGUEZ,27549.0,27587.0,,,Abogado con maestría en Gobierno y Gestión Pública con esp. en derecho constitucional y administrativo. Ha sido asesor del concejal cristiano Marco Acosta y abogado de distintas entidades públicas. Es miembro de la iglesia Misión Panamericana y defiende posturas conservadoras.,Edil 2 veces 2011 y 2015; Candidato al Concejo en 2019 por Colombia Justa en lista cerrada; en 2022 por Colomb JL candidato a la Cámara con 33.171 votos.,No registra,Sectores de base comunitaria y cristiana. Concejal Marco Acosta y Alvaro Uribe,N/R,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,David Gerardo Cote Rodriguez,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,,False,Voto individual reportado,True,assets/fotos/042_david_gerardo_cote_rodriguez.png,OK,OK,OK,42
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,NELLY PATRICIA MOSQUERA MURCIA,27452.0,27673.0,,,"Estudió administración de empresas con especialidad en Gobierno y Políticas Públicas. Ha militado en la U, CR y CD",Concejal de Bogotá durante seis periodos; en 2007 por CR con 9637 votos; en 2011 con PU con 13795 votos: en 2015 con PU con 21.186 votos;,N/R,"Paloma, Andres Forero.",Paloma Valencia,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Nelly Patricia Mosquera Murcia,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,,False,Voto individual reportado,True,assets/fotos/043_nelly_patricia_mosquera_murcia.png,OK,OK,OK,43
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,JESUS SALIM LORDUY MARTINEZ,17333.0,17312.0,,,"Profesional en RRII y estudios políticos, especialista en derecho Constitucional. Ha sido asesor de despacho en la Alcaldia de Sincelejo,Asesor en la Cámara., Profesional Especializado en la Corporacion Autónoma de Cmarca",No registra,Ñoño Elías,La esposa del exrepresentante Marcos Díaz es tía de Salim; ella a su vez es prima de Bernrdo el Ñoño Elias de PU. Senador Enrique Cabrales Baquero.,Paloma Valencia,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Jesus Salim Lorduy Martinez,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,,False,Voto individual reportado,True,assets/fotos/044_jesus_salim_lorduy_martinez.png,OK,OK,OK,44
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO CENTRO DEMOCRÁTICO,LUZ MARINA GORDILLO SALINAS,17203.0,17407.0,,,Psicóloga especializada en gestión para el desarrollo humano en la organización y especialista en opinión pública y marketing político,"2020 – Concejal de Bogotá / PLC 22.847 votos 
2016 – Concejal de Bogotá / PLC / 16.771 votos",N/R,Esposa del Concejal Liberal Darío Fdo Cepeda (quien ha sido tmb concejal de CD). Alvaro Uribe y Paloma.,N/R,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Luz Marina Gordillo Salinas,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO CENTRO DEMOCRÁTICO,686192.0,,False,Voto individual reportado,True,assets/fotos/045_luz_marina_gordillo_salinas.png,OK,OK,OK,45
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOGOTA D.C.,PARTIDO LIBERAL COLOMBIANO,BLEIDY DEL CARMEN PEREZ BALLESTAS,26395.0,26109.0,111472.0,,Médica con especializaciones clínicas y maestría en Administración Pública. asesora de despacho en la Contraloría General de la República.,No registra,Serpa-Abisambra,"Esposo concejal Armando Gutiérrez, Horacio José Serpa y Samir Abisambra",Horacio José Sera,INDEPENDIENTE,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Liberal,Bleidy Del Carmen Perez Ballestas,BOGOTA D.C.,Cámara | TERRITORIAL | BOGOTA D.C. | PARTIDO LIBERAL COLOMBIANO,111472.0,111472.0,True,Voto individual reportado,True,assets/fotos/046_bleidy_del_carmen_perez_ballestas.png,OK,OK,OK,46
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PACTO HISTÓRICO,AMAURY JULIO PEREZ,,,174629.0,,"Licenciatura en Educación
Diplomado en Gestión Cultural, Políticas Públicas de Inclusión Social",Bolivar - Representante a la Cámara - 170.882 lista cerrada,N/R,,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,PACTO HISTÓRICO,Amaury Julio Perez,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PACTO HISTÓRICO,174629.0,174629.0,True,Lista cerrada / sin voto individual,True,assets/fotos/047_amaury_julio_perez.png,Sin voto individual,OK,OK,47
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PARTIDO CENTRO DEMOCRÁTICO,JOSE RICARDO ARDILA PINEDO,63189.0,61267.0,109154.0,,"Abogado
Especialización en Gestión Pública y Derecho Administrativo",Bolívar - Representante a la Cámara actual - 61.267 votos,N/R,,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Centro Democrático,Jose Ricardo Ardila Pinedo,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PARTIDO CENTRO DEMOCRÁTICO,109154.0,109154.0,True,Voto individual reportado,True,assets/fotos/048_jose_ricardo_ardila_pinedo.png,OK,OK,OK,48
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PARTIDO CONSERVADOR COLOMBIANO,MARIA CAMILA SALAS SALAS,142094.0,140621.0,417364.0,,"Negocios Internacionales
Especialización en Finanzas Públicas, Gerencia de Empresas y Competitividad",Bolívar - Representante a la Cámara - 140.621 votos 2026,Clan Fejed,,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Conservador,Maria Camila Salas Salas,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PARTIDO CONSERVADOR COLOMBIANO,417364.0,417364.0,True,Voto individual reportado,True,assets/fotos/049_maria_camila_salas_salas.png,OK,OK,OK,49
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PARTIDO CONSERVADOR COLOMBIANO,JULIANA ARAY FRANCO,86608.0,85756.0,,,"Comunicación Social
Especialista en Gerencia de Mercadeo
Magister en Dirección de Comunicaciones Corporativas.
Fue asesora de comunicaciones para entidades públicas y privadas en Cartagena (como el IDER, la Secretaría de Salud de Bolívar, y la Personería). Su último cargo en el sector privado fue como Coordinadora del área de marketing de la firma educativa Redcol Holding S.A.S.","Bolivar - Representante a la Cámara - 2022 - 2026 - 72.429 votoS
Bolivar - Representante a la Cámara - 2026 - 2030 - 85.756 votos",Casa Blel,,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Conservador,Juliana Aray Franco,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PARTIDO CONSERVADOR COLOMBIANO,417364.0,,False,Voto individual reportado,True,assets/fotos/050_juliana_aray_franco.png,OK,OK,OK,50
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PARTIDO CONSERVADOR COLOMBIANO,ANDRES GUILLERMO MONTES CELEDON,58978.0,58371.0,,,Arquitectura (no concluido),"Bolivar - Representante a la Cámara - 2022 - 2026 - 66.166 votos
Bolívar - Diputado Asamblea Departamenta - 2016 - 2019
Bolívar - Diputado Asamblea Departamenta - 2012 - 2015",Casa Montes,,,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Conservador,Andres Guillermo Montes Celedon,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PARTIDO CONSERVADOR COLOMBIANO,417364.0,,False,Voto individual reportado,True,assets/fotos/051_andres_guillermo_montes_celedon.png,OK,OK,OK,51
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOLIVAR,PARTIDO LIBERAL COLOMBIANO,YOLANDA WONG BALDIRIS,63735.0,62394.0,152601.0,,"Abogada
Especialista en Derecho Público 
Magister en Derecho","Bolívar - Representante a la Cámara actual - 62.394 votos
Cartagena - Alcaldesa Encargada - 2018
Secretaria de Interior y Convivencia Ciudadana
Secretaria de Minas y Energía de la Gobernación de Bolívar",Lidio García Tribay,,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,KARIM,Cámara,Liberal,Yolanda Wong Baldiris,BOLIVAR,Cámara | TERRITORIAL | BOLIVAR | PARTIDO LIBERAL COLOMBIANO,152601.0,152601.0,True,Voto individual reportado,True,assets/fotos/052_yolanda_wong_baldiris.png,OK,OK,OK,52
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PACTO HISTÓRICO,JOSE LUIS BOHORQUEZ LOPEZ,,,94890.0,,ABOGADO - CONCEJAL DE DUITAMA 2017 a 2020 - ALCALDE DE DUITAMA 2020 a 2023 -,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - LISTA CERRADA CABEZA DE LISTA - 93046 VOTOS LISTA - 2026,CESAR PACHON,CESAR PACHON,LISTA CERRADA,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,PACTO HISTÓRICO,Jose Luis Bohorquez Lopez,BOYACA,Cámara | TERRITORIAL | BOYACA | PACTO HISTÓRICO,94890.0,94890.0,True,Lista cerrada / sin voto individual,True,assets/fotos/053_jose_luis_bohorquez_lopez.png,Sin voto individual,OK,OK,53
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PARTIDO ALIANZA VERDE,YAMIT NOE HURTADO NEIRA,36214.0,36157.0,114520.0,,MEDICO - GERENTE DEL HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA 2022 a 2022 - GERENTE DE REGIONES DEL DEPARTAMENTO DE BOYACA HASTA 2025 - REPRESENTANTE A LA CAMARA 2026 a 2030,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 36157 - 2026,AMAYISMO,"Su respaldo viene de una estructura política regional del Partido Verde, especialmente del sector cercano a Carlos Amaya y Wilmer Castellanos, junto con redes de concejales y líderes locales.",JOHN AMAYA,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,Alianza Verde,Yamit Noe Hurtado Neira,BOYACA,Cámara | TERRITORIAL | BOYACA | PARTIDO ALIANZA VERDE,114520.0,114520.0,True,Voto individual reportado,True,assets/fotos/054_yamit_noe_hurtado_neira.png,OK,OK,OK,54
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PARTIDO ALIANZA VERDE,JAIME RAUL SALAMANCA TORRES,31487.0,31361.0,,,CONTADOR PUBLICO - DIPUTADO DE LA ASAMBLEA DE BOYACA 2012 a 2019 - SECRETARIO DE EDUCACION DE BOYACA 2020 a 2021 - REPRESENTANTE A LA CAMARA 2022 a 2026.,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 31361 - 2026,AMAYISMO,"Su respaldo viene de una estructura política regional del Partido Verde, especialmente del sector cercano a Carlos Amaya y Wilmer Castellanos, junto con redes de concejales y líderes locales.",JOHN AMAYA,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,Alianza Verde,Jaime Raul Salamanca Torres,BOYACA,Cámara | TERRITORIAL | BOYACA | PARTIDO ALIANZA VERDE,114520.0,,False,Voto individual reportado,True,assets/fotos/055_jaime_raul_salamanca_torres.png,OK,OK,OK,55
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PARTIDO CENTRO DEMOCRÁTICO,EDUAR ALEXIS TRIANA RINCON,23140.0,22806.0,68093.0,,ADMINISTRADOR DE EMPRESAS - GERENTE DE MERCALLANOS SUPERMERCADOS LTDA 2009 a 2015 - ALCALDE MARIPI 2016 a 2019 - REPRESENTANTE A LA CAMARA 2022 a 2026,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 22806 - 2026,URIBISMO,CENTRO DEMOCRATICO BOYACA,ALVARO URIBE VELEZ,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Centro Democrático,Eduar Alexis Triana Rincon,BOYACA,Cámara | TERRITORIAL | BOYACA | PARTIDO CENTRO DEMOCRÁTICO,68093.0,68093.0,True,Voto individual reportado,True,assets/fotos/056_eduar_alexis_triana_rincon.png,OK,OK,OK,56
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PARTIDO CONSERVADOR COLOMBIANO,INGRID MARLEN SOGAMOSO ALFONSO,16590.0,16642.0,64368.0,,ABOGADA - CANDIDATA A LA ASAMBLEA DEPARTAMENTAL DE BOYACA 2019 - CONCEJAL DE GARAGOA 2012 - 2015 - REPRESENTANTE A LA CAMARA 2022 a 2026,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 16642 - 2026,,,LA LISTA AL SENADO DEL PARTIDO CONSERVADOR,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Conservador,Ingrid Marlen Sogamoso Alfonso,BOYACA,Cámara | TERRITORIAL | BOYACA | PARTIDO CONSERVADOR COLOMBIANO,64368.0,64368.0,True,Voto individual reportado,True,assets/fotos/057_ingrid_marlen_sogamoso_alfonso.png,OK,OK,OK,57
CÁMARA DE REPRESENTANTES,TERRITORIAL,BOYACA,PARTIDO LIBERAL COLOMBIANO,HECTOR DAVID CHAPARRO CHAPARRO,29916.0,29664.0,63419.0,,ECONOMISTA - SECRETARIO ASESOR DE LA GOBERNACION DE BOYACA - GERENTE DE LA LOTERIA DE BOYACA - REPRESENTANTE A LA CAMARA 2022 a 2026,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 29664 - 2026,RODRIGO ROJAS,RODRIGO ROJAS,NO TENIA FORMULA DEFINIDA,INDEPENDIENTE,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Liberal,Hector David Chaparro Chaparro,BOYACA,Cámara | TERRITORIAL | BOYACA | PARTIDO LIBERAL COLOMBIANO,63419.0,63419.0,True,Voto individual reportado,True,assets/fotos/058_hector_david_chaparro_chaparro.png,OK,OK,OK,58
CÁMARA DE REPRESENTANTES,TERRITORIAL,CALDAS,PACTO HISTÓRICO,SANTIAGO OSORIO MARIN,27279.0,26949.0,73056.0,,COMUNICADOR SOCIAL Y PERIODISTA - ASESOR DE COMUNICACIONES DE LA PRESIDENCIA - ASESOR LEGISLATIVO - REPRESENTANTE A LA CAMARA 2022 a 2026,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 26949 - 2026,,ALIANZA VERDE PACTO HISTORICO COALICION,LISTA AL SENADO DE LA COALICION,INDEPENDIENTE,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,PACTO HISTÓRICO,Santiago Osorio Marin,CALDAS,Cámara | TERRITORIAL | CALDAS | PACTO HISTÓRICO,73056.0,73056.0,True,Voto individual reportado,True,assets/fotos/059_santiago_osorio_marin.png,OK,OK,OK,59
CÁMARA DE REPRESENTANTES,TERRITORIAL,CALDAS,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",MANUEL ORLANDO CORREA BEDOYA,36269.0,35946.0,56471.0,,ABOGADO - DIPUTADO ASAMBLEA DE CALDAS - SECRETARIOS DE GOBIERNO - REPRESENTANTE A LA CAMARA 2026 a 2030,NO REGISTRA,LIZCANISMO,OSCAR TULIO LIZCANO -,WILDER ESCOBAR ORTIZ,INDEPENDIENTE,MAURICIO LIZCANO,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,ASI,Manuel Orlando Correa Bedoya,CALDAS,"Cámara | TERRITORIAL | CALDAS | PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",56471.0,56471.0,True,Voto individual reportado,True,assets/fotos/060_manuel_orlando_correa_bedoya.png,OK,OK,OK,60
