cargo,circunscripcion,departamento,partido,nombre,votos_esc,votos_pre,votos_partido_original,foto,perfil,participacion_politica,casa_politica,familia_apoyos,formula,sector,apoyo_presidencia_primera,apoyo_presidencia_segunda,observacion_adicional,asesor,corporacion,partido_corto,nombre_titulo,territorio_lectura,grupo_lista_id,votos_lista_grupo,votos_partido_visible,es_lider_lista,tipo_votacion,tiene_foto,foto_path,alerta_voto_individual,alerta_voto_partido,alerta_foto,orden_original
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PACTO HISTÓRICO,MARCO EMILIO HINCAPIE RAMIREZ,28023.0,27889.0,106917.0,,"Abogado. Ejerció como jurídico de la Secretaría de la Corporación Autónoma de Cmarca; Fue Secretario de Gobierno de Ibagué, Asesor de Minsalud y Superintendente delegado para la operacion de la Supervigilancia y Seguridad Privada.",Candidato a la Alcaldía de Ibagué 2023 por coalicion PH con 19.962 votos; Diputado del Tolima (2020–2023) por Decentes+Mais con 23.098 votos,No registra,"Muy cercano al Petro, David Racero y a Guillermo Jaramillo",N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Marco Emilio Hincapie Ramirez,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PACTO HISTÓRICO,106917.0,106917.0,True,Voto individual reportado,True,assets/fotos/141_marco_emilio_hincapie_ramirez.png,OK,OK,OK,141
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PACTO HISTÓRICO,RENSO ALEXANDER GARCIA PARRA,23454.0,23223.0,,,"Biólogo con magíster en Territorio, Conflicto y cultura. ha ejercido varias Coordinaciones en la Univ del Tolima donde tmb ha sido docente. Es fundador del Comité ambiental en defensa de la vida del Tolima.",Diputado PV 2020-2023 con 11 mil votos;,No registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Renso Alexander Garcia Parra,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PACTO HISTÓRICO,106917.0,,False,Voto individual reportado,True,assets/fotos/142_renso_alexander_garcia_parra.png,OK,OK,OK,142
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PARTIDO CENTRO DEMOCRÁTICO,CARLOS EDWARD OSORIO AGUIAR,42941.0,42493.0,94673.0,,Abogado con amplia formación en posgrados de Derecho. Ha ocupado altos cargos en la gobernación del Tolima y la Alcaldía de Ibague y se ha desempeñado como docente universitario.,Representante 2014 PU con 34.360 votos; Representante 2026 CD con 15.471 votos; Diputado 2010 PU.,No registra,Uribe y Paloma,Paloma Valencia,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Carlos Edward Osorio Aguiar,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PARTIDO CENTRO DEMOCRÁTICO,94673.0,94673.0,True,Voto individual reportado,True,assets/fotos/143_carlos_edward_osorio_aguiar.png,OK,OK,OK,143
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PARTIDO CONSERVADOR COLOMBIANO,GUILLERMO IGNACIO ALVIRA ACOSTA,54576.0,54506.0,177109.0,,"Ingeniero Civil, fue Secretario de Convivencia Ciudadana, Seguridad y Orden Público del Tolima en 2024; fue elegido con el mejor alcalde por la DPS y DNP.",Alcalde de San Luis Tolima por PU 2020-2023 con 3568 votos,Santiago Barreto,"Adriana Magali Matiz, Oscar Barreto y exalcalde de Ibagué Jesus María Botero",Miguel Angel Barreto,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Conservador,Guillermo Ignacio Alvira Acosta,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PARTIDO CONSERVADOR COLOMBIANO,177109.0,177109.0,True,Voto individual reportado,True,assets/fotos/144_guillermo_ignacio_alvira_acosta.png,OK,OK,OK,144
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PARTIDO CONSERVADOR COLOMBIANO,DELCY ESPERANZA ISAZA BUENAVENTURA,43043.0,42904.0,,,Administradora de empresas agropecuarias con Maestría en Admón y Gestión Educativa; especializada Gobernanza y Desarrollo Territorial. Ha sido docente y en 2020 Secretaria de la Mujer del Tolima. En 2023 fue Secretaria Dptal del Directorio Conservador.,Representante 2022 por el PC con 34 mil votos y en 2015 fue alcaldesa de Rioblanco tbm por PC con 4 mil votos.,Oscar Barreto,Adriana Magali Matiz,Santiago Barreto Triana,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Conservador,Delcy Esperanza Isaza Buenaventura,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PARTIDO CONSERVADOR COLOMBIANO,177109.0,,False,Voto individual reportado,True,assets/fotos/145_delcy_esperanza_isaza_buenaventura.png,OK,OK,OK,145
CÁMARA DE REPRESENTANTES,TERRITORIAL,TOLIMA,PARTIDO CONSERVADOR COLOMBIANO,JOSE ALEJANDRO MARTINEZ SANCHEZ,30105.0,30287.0,,,"Ing. civil especialista en patología de la construcción, en gestión pública y en gestión del medio ambiente y los recursos naturales. Ha ejercido como Secretario de Obras Públicas de Melgar y ha sido presidente del Directorio conservador Dptal.",Alcalde de Melgar por PC en 2006; Candidato a la Alcaldía de Melgar PC en 2003 y en 1998 por ASI; fue concejal por PC en 2001 .,No registra,Oscar Barreto y Adriana Magali Matiz,Miguel Angel Barreto,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Conservador,Jose Alejandro Martinez Sanchez,TOLIMA,Cámara | TERRITORIAL | TOLIMA | PARTIDO CONSERVADOR COLOMBIANO,177109.0,,False,Voto individual reportado,True,assets/fotos/146_jose_alejandro_martinez_sanchez.png,OK,OK,OK,146
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,NUEVO LIBERALISMO,JUAN PABLO ROJAS SUAREZ,36555.0,35830.0,91391.0,,Abogado especialista en Derecho Constitucional y magíster en Gestión Pública. Fue contratista en la gobernación de Abadía y funcionario en la Registraduría Dptal,Por el PLC ha sido Concejal cali 2015 con 6.166 Votos: en 2019 con 14.072 votos y en 2023 con 11.521 votos,No registra,"Familia Galán, Hijo del exdiputado y exconcejal José Uriel Rojas, Alineado a Alejandro Eder",N/R,INDEPENDIENTE,PALOMA VALENCIA,No registra,compatibles con la posicion de abelardo pero no tiene claro,LUZ MA,Cámara,NUEVO LIBERALISMO,Juan Pablo Rojas Suarez,VALLE,Cámara | TERRITORIAL | VALLE | NUEVO LIBERALISMO,91391.0,91391.0,True,Voto individual reportado,True,assets/fotos/147_juan_pablo_rojas_suarez.png,OK,OK,OK,147
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,ALFREDO MONDRAGON GARZON,,,595362.0,,Lic. en Educ. Popular y tecnólogo en autotrónica del SENA. Líder social del Valle y defensor de la protesta social más visible del dpto. Cofundador del Comité de Estudiantes y Egresados del SENA. Reconocido por la defensa histórica del patrimonio público valluno y su participación en el estallido social.,Representante PH 2022 -lista cerrada; Candidato PD al concejo 2015 -lista cerrada;,No registra,Senador Alexander López,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Alfredo Mondragon Garzon,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,595362.0,True,Lista cerrada / sin voto individual,True,assets/fotos/148_alfredo_mondragon_garzon.png,Sin voto individual,OK,OK,148
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,ANA LEIDY ERAZO RUIZ,,,,,"Politóloga, lider social urbanista, feminista y defensora ambiental. Fue líder estudiantil, miembro del congreso de los pueblos y lideró la Org Social Ciudad en Movimiento. Coordinó la campaña del exrepresentante Jesús Alberto Castilla.",Concejal de cali por PD 2019-2023 con 3639 votos y 2024-2027 -lista cerrada.,No registra,Senador Wilson Arias y Representante Alfredo Mondragón.,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Ana Leidy Erazo Ruiz,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/149_ana_leidy_erazo_ruiz.png,Sin voto individual,OK,OK,149
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,JORGE AUGUSTO PALACIO GARZON,,,,,Administrador de empresas con esp.en gestión pública. Fue Vicepresidente de la Federación Colombiana de Municipios.,Ha sido por el PLC en Sevilla Alcalde 2020-2023 con 6511 votos; Diputado con 13.509 votos tras fallecimiento de Hugo Bohorquez y Concejal 2008-2011;,No registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Jorge Augusto Palacio Garzon,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/150_jorge_augusto_palacio_garzon.png,Sin voto individual,OK,OK,150
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,LAURA ISABEL VERA ZAPATA,,,,,Técnica en Sistemas y candidata al grado de Ing de Alimentos con habilidad en análisis de datos y gestión de calidad para el áreade alimentos. Ha sido activista estudiantil y mesera.,No registra,No registra,Ministro de Educación Daniel Rojas,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Laura Isabel Vera Zapata,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/151_laura_isabel_vera_zapata.png,Sin voto individual,OK,OK,151
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,CARLOS EDUARDO ARIZABALETA CORRAL,,,,,Odontólogo con magíster en Administración de la Salud. y dos especializaciones en Admon Pública y Auditoría de Servicios de Salud. Ha sido docente y fue exsecretario de salud de Buga.,No registra,No registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Carlos Eduardo Arizabaleta Corral,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/152_carlos_eduardo_arizabaleta_corral.png,Sin voto individual,OK,OK,152
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PACTO HISTÓRICO,PAOLA ANDREA QUIÑONES D'HARO,,,,,Abogada especialista en Derecho Admitivo Destacada lideresa ambiental.,No registra,No registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,PACTO HISTÓRICO,Paola Andrea Quiñones D'Haro,VALLE,Cámara | TERRITORIAL | VALLE | PACTO HISTÓRICO,595362.0,,False,Lista cerrada / sin voto individual,True,assets/fotos/153_paola_andrea_quiñones_d_haro.png,Sin voto individual,OK,OK,153
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO CAMBIO RADICAL,HERNANDO GONZALEZ,39940.0,39267.0,96135.0,,"Lic. en Matemáticas especialista en educación superior. Ha sido docente y director de varios colegios, docente universitario. Tmb ha ejercido como presidente de la Confederación Nacional Católica de Educación (Conaced)",Representante por CR en 2022 con 33.322 votos.,No registra,EL CHONTICO ORTIZ y ALEJANDRO EDER,Carlos Abraham Jimenez,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,"González es hermano del padre José González, un reconocido párroco caleño.
2018 no se afilio a ningun partido pero hizo campaña a CR José Luis Pérez y Carlos Fernando Motoa.",LUZ MA,Cámara,Cambio Radical,Hernando Gonzalez,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO CAMBIO RADICAL,96135.0,96135.0,True,Voto individual reportado,True,assets/fotos/154_hernando_gonzalez.png,OK,OK,OK,154
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO CENTRO DEMOCRÁTICO,SANTIAGO CASTRO GOMEZ,45110.0,44772.0,187644.0,,Es Capitán en Reserva del Ejército. Estudio Economia y Ciencias Políticas. Tiene Maestría en Admon pública. Fue Director de la Unidad Administrativa Especial de la Aeronáutica Civ il.,"Candidato a la Gob. del Valle 2023 por coalición CD con 95.565 votos; Congresista PC desde 1994 a 2010; Diputado 1992 PC, Concejal de Cali 1990 y 1994 por PC",No registra,No registra,Cristhan Garces,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Santiago Castro Gomez,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO CENTRO DEMOCRÁTICO,187644.0,187644.0,True,Voto individual reportado,True,assets/fotos/155_santiago_castro_gomez.png,OK,OK,OK,155
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO CENTRO DEMOCRÁTICO,JAIME IGNACIO ARIZABALETA FAJARDO,25473.0,25145.0,,,Abogado y activista. Es uno de los líderes de las marchas en contra de Petro. reconocido porque en redes impulsa tendencias contra opositores de Alvaro Uribe.,No registra,Familia Arizabaleta,hijo de exgobernador Jaime Arizabaleta Calderón - Alvaro Uribe,Gabriel Jaime Velasco,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Centro Democrático,Jaime Ignacio Arizabaleta Fajardo,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO CENTRO DEMOCRÁTICO,187644.0,,False,Voto individual reportado,True,assets/fotos/156_jaime_ignacio_arizabaleta_fajardo.png,OK,OK,OK,156
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,VICTOR MANUEL SALCEDO GUERRERO,70064.0,68417.0,271184.0,,"Comunicador Social. Empresario. Fue gobernador (E) del Valle, Secretario de Gobierno Dptal, gerente de Telepacifico En la gobernación de Abadía, gerente de la licorera del Valle,",Representante 2022 por PU con 51.604 votos.,No registra,Clan Dilian Fca Toro,Norma Hurtado,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Partido de la U,Victor Manuel Salcedo Guerrero,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,271184.0,271184.0,True,Voto individual reportado,True,assets/fotos/157_victor_manuel_salcedo_guerrero.png,OK,OK,OK,157
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LUIS ALFONSO CHAVEZ RIVERA,54014.0,53045.0,,,Contador Público y Magister en Gestión Pública.,Por el PU en Palmira ha sido Concejal 2001-2003 y candidato a la Alcaldia 2019 con 59.973 votos,No registra,Dilian Fca Toro y Caicedismode Palmira,Juan Carlos Garces Rojas,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Partido de la U,Luis Alfonso Chavez Rivera,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,271184.0,,False,Voto individual reportado,True,assets/fotos/158_luis_alfonso_chavez_rivera.png,OK,OK,OK,158
CÁMARA DE REPRESENTANTES,TERRITORIAL,VALLE,PARTIDO LIBERAL COLOMBIANO,DAVID PINILLA CALERO,41954.0,41288.0,145370.0,,"Ingeniero Industrial con Magister en Administración de Empresas. Ha sido Secretario de Turismo del Dptal, Viceministro de Vivienda.",No registra,Monedero,"Alvaro Monedero, Pinilla Malo, y Fernando Motoa",Alvaro Monedero,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,Liberal,David Pinilla Calero,VALLE,Cámara | TERRITORIAL | VALLE | PARTIDO LIBERAL COLOMBIANO,145370.0,145370.0,True,Voto individual reportado,True,assets/fotos/159_david_pinilla_calero.png,OK,OK,OK,159
CÁMARA DE REPRESENTANTES,TERRITORIAL,VAUPES,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",OSCAR FABIAN ESPINOSA TORRES,3997.0,3998.0,5499.0,,FISIOTERAPEUTA- PROFESOR UNIVERSIDAD JAVERIANA,NO REGISTRA,,COMUNIDADES ETNICAS E INDIGENAS,LISTA SENADO PARTIDO ASI,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,ASI,Oscar Fabian Espinosa Torres,VAUPES,"Cámara | TERRITORIAL | VAUPES | PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",5499.0,5499.0,True,Voto individual reportado,True,assets/fotos/160_oscar_fabian_espinosa_torres.png,OK,OK,OK,160
CÁMARA DE REPRESENTANTES,TERRITORIAL,VAUPES,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAMILO ESTEBAN AVILA MORALES,6608.0,6472.0,7309.0,,TECNICO AGROPECUARIO - REPRESENTANTE A LA CAMARA 2022,DEPARTAMENTAL - REPRESENTANTE A LA CAMARA - 3600,,PARTIDO DE LA U EN VAUPES,JOSE ALFREDO GNECCO ZULETA,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,DIEGO,Cámara,Partido de la U,Camilo Esteban Avila Morales,VAUPES,Cámara | TERRITORIAL | VAUPES | PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,7309.0,7309.0,True,Voto individual reportado,True,assets/fotos/161_camilo_esteban_avila_morales.png,OK,OK,OK,161
CÁMARA DE REPRESENTANTES,TERRITORIAL,VICHADA,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JUAN DAVID LONDOO ARANGO,6145.0,6061.0,9505.0,,ADMINSITRADOR Y GESTOR PUBLICO - LIDER COMUNITARIO,NO REGISTRA,,VOTO DE OPINION - SECTOR PRIVADO AGROPECUARIO,LISTA AL SENADO DEL PARTIDO DE LA U,DERECHA,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Partido de la U,Juan David Londoo Arango,VICHADA,Cámara | TERRITORIAL | VICHADA | PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,9505.0,9505.0,True,Voto individual reportado,True,assets/fotos/162_juan_david_londoo_arango.png,OK,OK,OK,162
CÁMARA DE REPRESENTANTES,TERRITORIAL,VICHADA,PARTIDO LIBERAL COLOMBIANO,LUIS CARLOS ALVAREZ MORALES,7943.0,7632.0,10037.0,,BACHILLER - GOBERNADOR DEL VICHADA,VICHADA - GOBERNADOR - 2016 - 11258,,COMUNIDADES ETNICAS E INDIGENAS,SENADORES DE LA LISTA DEL PARTIDO LIBERAL,INDEPENDIENTE,PALOMA VALENCIA,ABELARDO DE LA ESPRIELLA,,DIEGO,Cámara,Liberal,Luis Carlos Alvarez Morales,VICHADA,Cámara | TERRITORIAL | VICHADA | PARTIDO LIBERAL COLOMBIANO,10037.0,10037.0,True,Voto individual reportado,True,assets/fotos/163_luis_carlos_alvarez_morales.png,OK,OK,OK,163
CÁMARA DE REPRESENTANTES,AFRODESCENDIENTES,AFRODESCENDIENTES,CONSEJO COMUNITARIO EL NARANJO,OSCAR DAVID BENAVIDES ANGULO,,,49078.0,,"Abogado especialista en Derecho Administrativo, es voz activa por los derechos humanos, la justicia racial y las oportunidades para las comunidades afrocolombianas.",No Registra,Independiente,Independiente,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,CONSEJO COMUNITARIO EL NARANJO,Oscar David Benavides Angulo,AFRODESCENDIENTES · AFRODESCENDIENTES,Cámara | AFRODESCENDIENTES | AFRODESCENDIENTES | CONSEJO COMUNITARIO EL NARANJO,49078.0,49078.0,True,Lista cerrada / sin voto individual,True,assets/fotos/164_oscar_david_benavides_angulo.png,Sin voto individual,OK,OK,164
CÁMARA DE REPRESENTANTES,AFRODESCENDIENTES,AFRODESCENDIENTES,PARTIDO DEMÓCRATA COLOMBIANO,WINSNER NESSIR SANDOVAL IBAÑEZ,,,59866.0,,"formación profesional enfocada en las ciencias económicas, de administración o afines a la gestión pública.
Secretario de Hacienda Municipal de Malambo, Atlántico (2025–2026)
Asesor Financiero y Consultor en Gestión Territorial (Sector Público/Privado)",Representante a la Cámara LISTA CERRADA - 69.000,casa pulgar,alcira sandoval (alcaldesa de soledad) (hermana),,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,Demócrata Colombiano,Winsner Nessir Sandoval Ibañez,AFRODESCENDIENTES · AFRODESCENDIENTES,Cámara | AFRODESCENDIENTES | AFRODESCENDIENTES | PARTIDO DEMÓCRATA COLOMBIANO,59866.0,59866.0,True,Lista cerrada / sin voto individual,True,assets/fotos/165_winsner_nessir_sandoval_ibañez.png,Sin voto individual,OK,OK,165
CÁMARA DE REPRESENTANTES,CITREP,CITREP 1 - CAUCA POPAYAN,RESGUARDO INDÍGENA DE TORIBÍO,ESNEYDER GOMEZ SALAMANCA,18960.0,,28206.0,,"N/A estudios, su trabajo público viene de ser líder social e indígena, con énfasis en organización comunitaria y defensa territorial.",No Registra,No Registra,Nubia Cordoba,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,RESGUARDO INDÍGENA DE TORIBÍO,Esneyder Gomez Salamanca,CITREP · CITREP 1 - CAUCA POPAYAN,Cámara | CITREP | CITREP 1 - CAUCA POPAYAN | RESGUARDO INDÍGENA DE TORIBÍO,28206.0,28206.0,True,Voto individual reportado,True,assets/fotos/166_esneyder_gomez_salamanca.png,OK,OK,OK,166
CÁMARA DE REPRESENTANTES,CITREP,CITREP 10 - NARIÑO TUMACO,CONSEJO COMUNITARIO RIO GUALAJO,ARNULFO MINA GARCES,28746.0,,30193.0,,"No se identifican estudios, lider social.",No Registra,Independiente,No se identifica,,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,JULIAN,Cámara,CONSEJO COMUNITARIO RIO GUALAJO,Arnulfo Mina Garces,CITREP · CITREP 10 - NARIÑO TUMACO,Cámara | CITREP | CITREP 10 - NARIÑO TUMACO | CONSEJO COMUNITARIO RIO GUALAJO,30193.0,30193.0,True,Voto individual reportado,True,assets/fotos/167_arnulfo_mina_garces.png,OK,OK,OK,167
CÁMARA DE REPRESENTANTES,CITREP,CITREP 11 - PUTUMAYO,CONSEJO COMUNITARIO LOS ANDES,JHON FREDI VALENCIA CAICEDO,7371.0,,9218.0,,Técnico en Sistemas. Fue presidente de la Junta de Acción Comunal de El Tigre,Representante 2022 CITREP por organizacion Afro con 4176 votos,No Registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,CONSEJO COMUNITARIO LOS ANDES,Jhon Fredi Valencia Caicedo,CITREP · CITREP 11 - PUTUMAYO,Cámara | CITREP | CITREP 11 - PUTUMAYO | CONSEJO COMUNITARIO LOS ANDES,9218.0,9218.0,True,Voto individual reportado,True,assets/fotos/168_jhon_fredi_valencia_caicedo.png,OK,OK,OK,168
CÁMARA DE REPRESENTANTES,CITREP,CITREP 12 - CESAR VALLEDUPAR,ASOCIACIÓN PAZ ES VIDA,JORGE RODRIGO TOVAR VELEZ,24734.0,,26992.0,,"Abogado
énfasis en Derecho Constitucional y Derechos Humanos
Especialista en Ciencias Penales y Criminológicas
Especialista en Gestión de Gobierno y Campañas Electorales
Magíster en Dirección Pública
Director del Grupo de Articulación Interna para la Política de Víctimas del Ministerio del Interior (2020–2021)","Representante a la Cámara por la CITREP N° 12 (Periodo 2026–2030) 23.989 votos
Representante a la Cámara por la CITREP N° 12 (Periodo 2022–2026) - 17.272 votos",Rodrigo Tovar Pupo (alias 'Jorge 40'),Rodrigo Tovar Pupo (alias 'Jorge 40') (PADRE),,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,ASOCIACIÓN PAZ ES VIDA,Jorge Rodrigo Tovar Velez,CITREP · CITREP 12 - CESAR VALLEDUPAR,Cámara | CITREP | CITREP 12 - CESAR VALLEDUPAR | ASOCIACIÓN PAZ ES VIDA,26992.0,26992.0,True,Voto individual reportado,True,assets/fotos/169_jorge_rodrigo_tovar_velez.png,OK,OK,OK,169
CÁMARA DE REPRESENTANTES,CITREP,CITREP 13 - SANTANDER BARRANCABERMEJA,ASOCIACIÓN DE PRODUCTORES DE CACAO APROCASUR,JUAN CARLOS VARGAS SOLER,8479.0,,10322.0,,"Economista, Magíster en Economía Social. Fue contratista en la Alcaldía de Samuel Moreno y fue formulador de proyectos en el programa de desarrollo y paz del Magdalena Medio.",Representante 2022 CITREP por Asoc productores de cacao con 2396 votos.,No Registra,No registra,N/R,IZQUIERDA,IVAN CEPEDA,IVAN CEPEDA,,LUZ MA,Cámara,ASOCIACIÓN DE PRODUCTORES DE CACAO APROCASUR,Juan Carlos Vargas Soler,CITREP · CITREP 13 - SANTANDER BARRANCABERMEJA,Cámara | CITREP | CITREP 13 - SANTANDER BARRANCABERMEJA | ASOCIACIÓN DE PRODUCTORES DE CACAO APROCASUR,10322.0,10322.0,True,Voto individual reportado,True,assets/fotos/170_juan_carlos_vargas_soler.png,OK,OK,OK,170
CÁMARA DE REPRESENTANTES,CITREP,CITREP 14 - CORDOBA MONTERIA,"ASOCIACIÓN DE PARCELEROS RETORNANTES DEL TESORO ""ASODEPART""",LAURA VANESSA DIAZ CURA,12524.0,,15456.0,,"Formación técnica y profesional en áreas administrativas y de gestión comunitaria.
Contratista y Asesora de Proyectos Sociales (Sector Público/Privado)","Representante a la Cámara por la CITREP N° 14 (Periodo 2026–2030)
Representante a la Cámara por la CITREP N° 14 (Periodo 2022–2026)",N/R,N/R,,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,KARIM,Cámara,ASOCIACIÓN DE PARCELEROS RETORNANTES DEL TESO,Laura Vanessa Diaz Cura,CITREP · CITREP 14 - CORDOBA MONTERIA,"Cámara | CITREP | CITREP 14 - CORDOBA MONTERIA | ASOCIACIÓN DE PARCELEROS RETORNANTES DEL TESORO ""ASODEPART""",15456.0,15456.0,True,Voto individual reportado,True,assets/fotos/171_laura_vanessa_diaz_cura.png,OK,OK,OK,171
CÁMARA DE REPRESENTANTES,CITREP,CITREP 15 - TOLIMA CHAPARRAL,ASOAMBEIMA,MARIA JANETH SABOGAL ROBLES,4426.0,,8931.0,,Contadora pública especialista en Gestión Financiera Pública. Ha sido una reconocida líder social y ha ejercido como Secretaria de la Mujer de la Gobernación del Tolima,Representante 2022 CITREP por Asoc de víctimas con 905 votos.,Oscar Barreto,vinculo con el Barretismo,N/R,DERECHA,ABELARDO DE LA ESPRIELLA,ABELARDO DE LA ESPRIELLA,,LUZ MA,Cámara,ASOAMBEIMA,Maria Janeth Sabogal Robles,CITREP · CITREP 15 - TOLIMA CHAPARRAL,Cámara | CITREP | CITREP 15 - TOLIMA CHAPARRAL | ASOAMBEIMA,8931.0,8931.0,True,Voto individual reportado,True,assets/fotos/172_maria_janeth_sabogal_robles.png,OK,OK,OK,172
